new_id,author,post,ori_topic,ori_id,new_topic,label,type_idx,new_id,arc_id,text,pos_text,text_s,topic,topic_str,seen?,contains_topic?
846,r2_gl_1427,Agora com essa musiquinha da globo oficialmente é final de ano,globo,_671145770301710336,r2_gl,1,0,846,0,"[[""agora"", ""com"", ""essa"", ""musiquinha"", ""da"", ""globo"", ""oficialmente"", ""é"", ""final"", ""de"", ""ano""]]","[('agora', 'ADV'), ('com', 'PREP'), ('essa', 'PROADJ'), ('musiquinha', 'N'), ('da', 'PREP+ART'), ('globo', 'N'), ('oficialmente', 'ADV'), ('é', 'V'), ('final', 'ADJ'), ('de', 'PREP'), ('ano', 'N')]",Agora com essa musiquinha da globo oficialmente é final de ano,"[""globo""]",globo,0,0
1695,r2_gl_1560,affff eu so queria escutar a voz dele coloca legenda sua globo fodida,globo,_914862980029911040,r2_gl,0,0,1695,0,"[[""affff"", ""eu"", ""so"", ""queria"", ""escutar"", ""a"", ""voz"", ""dele"", ""coloca"", ""legenda"", ""sua"", ""globo"", ""fodida""]]","[('affff', 'V'), ('eu', 'PROPESS'), ('so', 'PROPESS'), ('queria', 'V'), ('escutar', 'V'), ('a', 'ART'), ('voz', 'N'), ('dele', 'PREP+PROPESS'), ('coloca', 'V'), ('legenda', 'N'), ('sua', 'PROADJ'), ('globo', 'N'), ('fodida', 'N')]",affff eu so queria escutar a voz dele coloca legenda sua globo fodida,"[""globo""]",globo,0,0
4154,r2_gl_1345,chupa gostoso rédigrobo globo,globo,_1251292349419970561,r2_gl,0,0,4154,0,"[[""chupa"", ""gostoso"", ""rédigrobo"", ""globo""]]","[('chupa', 'V'), ('gostoso', 'ADJ'), ('rédigrobo', 'N'), ('@', 'NUM'), ('redeglobo', 'N'), ('…', 'PU')]",chupa gostoso rédigrobo globo,"[""globo""]",globo,0,0
1321,r2_gl_863,Só acho que o Louro José deveria ficar em um museu para que as outras gerações possam conhecer a importância cultural do personagem globo ❤️,globo,_1324449058304499713,r2_gl,1,0,1321,0,"[[""só"", ""acho"", ""que"", ""o"", ""louro"", ""josé"", ""deveria"", ""ficar"", ""em"", ""um"", ""museu"", ""para"", ""que"", ""as"", ""outras"", ""gerações"", ""possam"", ""conhecer"", ""a"", ""importância"", ""cultural"", ""do"", ""personagem"", ""globo""]]","[('só', 'PDEN'), ('acho', 'V'), ('que', 'KS'), ('o', 'ART'), ('louro', 'N'), ('josé', 'N'), ('deveria', 'V'), ('ficar', 'V'), ('em', 'PREP'), ('um', 'ART'), ('museu', 'N'), ('para', 'PREP'), ('que', 'KS'), ('as', 'ART'), ('outras', 'PROADJ'), ('gerações', 'N'), ('possam', 'V'), ('conhecer', 'V'), ('a', 'ART'), ('importância', 'N'), ('cultural', 'ADJ'), ('do', 'PREP+ART'), ('personagem', 'N'), ('@', 'N'), ('redeglobo', 'N'), ('❤️', 'PU')]",Só acho que o Louro José deveria ficar em um museu para que as outras gerações possam conhecer a importância cultural do personagem globo ❤️,"[""globo""]",globo,0,0
5129,r2_gl_161,Amigoo liga a tv na globoo,globo,_1253840899630563329,r2_gl,1,0,5129,0,"[[""amigoo"", ""liga"", ""a"", ""tv"", ""na"", ""globoo""]]","[('amigoo', 'N'), ('liga', 'V'), ('a', 'ART'), ('tv', 'N'), ('na', 'PREP+ART'), ('globoo', 'N')]",Amigoo liga a tv na globoo,"[""globo""]",globo,0,0
3848,r2_gl_984,"Globo mostrando momento fofo do Babu com a Manu, o murro no falso do Prior",globo,_1245168489087807488,r2_gl,1,0,3848,0,"[[""globo"", ""mostrando"", ""momento"", ""fofo"", ""do"", ""babu"", ""com"", ""a"", ""manu"", ""o"", ""murro"", ""no"", ""falso"", ""do"", ""prior""]]","[('globo', 'N'), ('mostrando', 'V'), ('momento', 'N'), ('fofo', 'ADJ'), ('do', 'PREP+ART'), ('babu', 'N'), ('com', 'PREP'), ('a', 'ART'), ('manu', 'N'), (',', 'PU'), ('o', 'ART'), ('murro', 'N'), ('no', 'PREP+ART'), ('falso', 'N'), ('do', 'PREP+ART'), ('prior', 'N')]","Globo mostrando momento fofo do Babu com a Manu, o murro no falso do Prior","[""globo""]",globo,0,0
3413,r2_gl_1097,A @ É UM LIXO COMO A GLOBO E A FOLHA,globo,_1249867698361827329,r2_gl,0,0,3413,0,"[[""a"", ""é"", ""um"", ""lixo"", ""como"", ""a"", ""globo"", ""e"", ""a"", ""folha""]]","[('>', 'N'), ('>', 'NPROP'), ('a', 'NPROP'), ('@', 'NPROP'), ('uol', 'NPROP'), ('é', 'V'), ('um', 'ART'), ('lixo', 'N'), ('como', 'PREP'), ('a', 'ART'), ('globo', 'N'), ('e', 'KC'), ('a', 'ART'), ('folha.😠👇🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇺🇸🇺🇸🇺🇸', 'N'), ('…', 'PU')]",A @ É UM LIXO COMO A GLOBO E A FOLHA,"[""globo""]",globo,0,0
2934,r2_gl_1336,lábios rosa tentou bancar de esperta até p cima da rede globo ta loko,globo,_1242122264654557184,r2_gl,1,0,2934,0,"[[""lábios"", ""rosa"", ""tentou"", ""bancar"", ""de"", ""esperta"", ""até"", ""p"", ""cima"", ""da"", ""rede"", ""globo"", ""ta"", ""loko""]]","[('lábios', 'N'), ('rosa', 'ADJ'), ('tentou', 'V'), ('bancar', 'V'), ('de', 'PREP'), ('esperta', 'N'), ('até', 'PREP'), ('p', 'ADV'), ('cima', 'PREP'), ('da', 'PREP+ART'), ('rede', 'N'), ('globo', 'NPROP'), ('ta', 'NPROP'), ('loko', 'NPROP')]",lábios rosa tentou bancar de esperta até p cima da rede globo ta loko,"[""globo""]",globo,0,0
1220,r2_gl_1277,Globo carniça lixo,globo,_1244408772245716998,r2_gl,0,0,1220,0,"[[""globo"", ""carniça"", ""lixo""]]","[('globo', 'N'), ('carniça', 'N'), ('lixo', 'N')]",Globo carniça lixo,"[""globo""]",globo,0,0
2130,r2_gl_1452,mNo kkkkk não falaram nada do assédio né KKKKKKK globo ridícula,globo,_1225253374771310597,r2_gl,0,0,2130,0,"[[""mno"", ""kkkkk"", ""não"", ""falaram"", ""nada"", ""do"", ""assédio"", ""né"", ""kkkkkkk"", ""globo"", ""ridícula""]]","[('mno', 'N'), ('kkkkk', 'N'), ('não', 'ADV'), ('falaram', 'V'), ('nada', 'PROSUB'), ('do', 'PREP+ART'), ('assédio', 'N'), ('né', 'ADJ'), ('kkkkkkk', 'N'), ('globo', 'N'), ('ridícula', 'ADJ')]",mNo kkkkk não falaram nada do assédio né KKKKKKK globo ridícula,"[""globo""]",globo,0,0
1686,r2_gl_933,"é uma das melhores coisas da programação da Globo, atualmente. Tem gente que emociona, que surpreende, que confirma as expectativas e tem gente que paga mico tb. Pra todos os gostos",globo,_1188500364473110530,r2_gl,1,0,1686,0,"[[""é"", ""uma"", ""das"", ""melhores"", ""coisas"", ""da"", ""programação"", ""da"", ""globo"", ""atualmente"", ""tem"", ""gente"", ""que"", ""emociona"", ""que"", ""surpreende"", ""que"", ""confirma"", ""as"", ""expectativas"", ""e"", ""tem"", ""gente"", ""que"", ""paga"", ""mico"", ""tb"", ""pra"", ""todos"", ""os"", ""gostos""]]","[('é', 'V'), ('uma', 'PROSUB'), ('das', 'PREP+ART'), ('melhores', 'ADJ'), ('coisas', 'N'), ('da', 'PREP+ART'), ('programação', 'N'), ('da', 'PREP+ART'), ('globo', 'N'), (',', 'PU'), ('atualmente', 'ADV'), ('.', 'PU'), ('tem', 'V'), ('gente', 'N'), ('que', 'PRO-KS'), ('emociona', 'V'), (',', 'PU'), ('que', 'PRO-KS'), ('surpreende', 'V'), (',', 'PU'), ('que', 'PRO-KS'), ('confirma', 'V'), ('as', 'ART'), ('expectativas', 'N'), ('e', 'KC'), ('tem', 'V'), ('gente', 'N'), ('que', 'PRO-KS'), ('paga', 'V'), ('mico', 'N'), ('tb', 'N'), ('.', 'PU'), ('pra', 'PREP'), ('todos', 'PROADJ'), ('os', 'ART'), ('gostos', 'N'), ('.', 'PU')]","é uma das melhores coisas da programação da Globo, atualmente. Tem gente que emociona, que surpreende, que confirma as expectativas e tem gente que paga mico tb. Pra todos os gostos","[""globo""]",globo,0,0
2297,r2_gl_606,Hoje o Tá Na Área e o Globo Esporte esquentam para a luta do @ no UFC Greenville! Não perca às 11h no SporTV e 12:47 na Globo,globo,_1142412583238012928,r2_gl,1,0,2297,0,"[[""hoje"", ""o"", ""tá"", ""na"", ""área"", ""e"", ""o"", ""globo"", ""esporte"", ""esquentam"", ""para"", ""a"", ""luta"", ""do"", ""no"", ""ufc"", ""greenville"", ""não"", ""perca"", ""às"", ""11h"", ""no"", ""sportv"", ""e"", ""1247"", ""na"", ""globo""]]","[('hoje', 'ADV'), ('o', 'PROPESS'), ('tá', 'V'), ('na', 'PREP+ART'), ('área', 'N'), ('e', 'KC'), ('o', 'ART'), ('globo', 'N'), ('esporte', 'N'), ('esquentam', 'V'), ('para', 'PREP'), ('a', 'ART'), ('luta', 'N'), ('do', 'PREP+ART'), ('@', 'N'), ('moicanoufc', 'N'), ('no', 'PREP+ART'), ('ufc', 'N'), ('greenville', 'N'), ('!', 'PU'), ('não', 'ADV'), ('perca', 'V'), ('às', 'PREP+ART'), ('11h', 'N'), ('no', 'PREP+ART'), ('sportv', 'N'), ('e', 'KC'), ('12:47', 'N'), ('na', 'PREP+ART'), ('globo', 'N')]",Hoje o Tá Na Área e o Globo Esporte esquentam para a luta do @ no UFC Greenville! Não perca às 11h no SporTV e 12:47 na Globo,"[""globo""]",globo,0,0
5073,r2_gl_1612,só confirmando que a Globo caga pra Malhação há anos,globo,_1253801258349191168,r2_gl,0,0,5073,0,"[[""só"", ""confirmando"", ""que"", ""a"", ""globo"", ""caga"", ""pra"", ""malhação"", ""há"", ""anos""]]","[('só', 'PDEN'), ('confirmando', 'V'), ('que', 'KS'), ('a', 'PREP'), ('globo', 'N'), ('caga', 'V'), ('pra', 'PREP'), ('malhação', 'N'), ('há', 'V'), ('anos', 'N'), ('…', 'PU')]",só confirmando que a Globo caga pra Malhação há anos,"[""globo""]",globo,0,0
1898,r2_gl_1617,"Essa Rede Globo deve estar desesperada. Está perdendo para blogueiros patriotas. Eu por exemplo, de manhã entro no YouTube do Alexandre Garcia e dp da Terça Livre. Eles fazem um resume de tds. Ganhamos tempo nas informações",globo,_1267602314514309123,r2_gl,0,0,1898,0,"[[""essa"", ""rede"", ""globo"", ""deve"", ""estar"", ""desesperada"", ""está"", ""perdendo"", ""para"", ""blogueiros"", ""patriotas"", ""eu"", ""por"", ""exemplo"", ""de"", ""manhã"", ""entro"", ""no"", ""youtube"", ""do"", ""alexandre"", ""garcia"", ""e"", ""dp"", ""da"", ""terça"", ""livre"", ""eles"", ""fazem"", ""um"", ""resume"", ""de"", ""tds"", ""ganhamos"", ""tempo"", ""nas"", ""informações""]]","[('essa', 'PROADJ'), ('rede', 'N'), ('globo', 'N'), ('deve', 'V'), ('estar', 'V'), ('desesperada', 'PCP'), ('.', 'PU'), ('está', 'V'), ('perdendo', 'V'), ('para', 'PREP'), ('blogueiros', 'N'), ('patriotas', 'ADJ'), ('.', 'PU'), ('eu', 'PROPESS'), ('por', 'PDEN'), ('exemplo', 'PDEN'), (',', 'PU'), ('de', 'PREP'), ('manhã', 'ADV'), ('entro', 'V'), ('no', 'PREP+ART'), ('youtube', 'N'), ('do', 'PREP+ART'), ('alexandre', 'NPROP'), ('garcia', 'NPROP'), ('e', 'KC'), ('dp', 'N'), ('da', 'PREP+ART'), ('terça', 'N'), ('livre', 'ADJ'), ('.', 'PU'), ('eles', 'PROPESS'), ('fazem', 'V'), ('um', 'PROPESS'), ('resume', 'V'), ('de', 'PREP'), ('tds', 'N'), ('.', 'PU'), ('ganhamos', 'V'), ('tempo', 'N'), ('nas', 'PREP+ART'), ('informações', 'N'), ('.', 'PU'), ('…', 'N')]","Essa Rede Globo deve estar desesperada. Está perdendo para blogueiros patriotas. Eu por exemplo, de manhã entro no YouTube do Alexandre Garcia e dp da Terça Livre. Eles fazem um resume de tds. Ganhamos tempo nas informações","[""globo""]",globo,0,0
1163,r2_gl_328,"Vo assisti o Filme q vai passa hoje a noite na Globo, ""O Pacto"" parece ser da Hora",globo,_481876628289904640,r2_gl,1,0,1163,0,"[[""vo"", ""assisti"", ""o"", ""filme"", ""q"", ""vai"", ""passa"", ""hoje"", ""a"", ""noite"", ""na"", ""globo"", ""o"", ""pacto"", ""parece"", ""ser"", ""da"", ""hora""]]","[('vo', 'N'), ('assisti', 'V'), ('o', 'ART'), ('filme', 'N'), ('q', 'ADJ'), ('vai', 'V'), ('passa', 'V'), ('hoje', 'ADV'), ('a', 'ART'), ('noite', 'N'), ('na', 'PREP+ART'), ('globo', 'N'), (',', 'PU'), ('``', 'V'), ('o', 'ART'), ('pacto', 'N'), (""''"", 'PU'), ('parece', 'V'), ('ser', 'V'), ('da', 'PREP+ART'), ('hora', 'N'), ('!', 'PU')]","Vo assisti o Filme q vai passa hoje a noite na Globo, ""O Pacto"" parece ser da Hora","[""globo""]",globo,0,0
404,r2_gl_1,"Cada um tem sua opinião hobb ,mais essa nao vai ser a chance temos aumento no salario mínimo e bandidos e corruptos na cadeia?globo com menos power",globo,_1058581357725659136,r2_gl,0,0,404,0,"[[""cada"", ""um"", ""tem"", ""sua"", ""opinião"", ""hobb"", ""mais"", ""essa"", ""nao"", ""vai"", ""ser"", ""a"", ""chance"", ""temos"", ""aumento"", ""no"", ""salario"", ""mínimo"", ""e"", ""bandidos"", ""e"", ""corruptos"", ""na"", ""cadeiaglobo"", ""com"", ""menos"", ""power""]]","[('cada', 'PROADJ'), ('um', 'PROSUB'), ('tem', 'V'), ('sua', 'PROADJ'), ('opinião', 'N'), ('hobb', 'ADJ'), (',', 'PU'), ('mais', 'KC'), ('essa', 'PROADJ'), ('nao', 'N'), ('vai', 'V'), ('ser', 'V'), ('a', 'ART'), ('chance', 'N'), ('temos', 'V'), ('aumento', 'N'), ('no', 'PREP+ART'), ('salario', 'N'), ('mínimo', 'N'), ('e', 'KC'), ('bandidos', 'N'), ('e', 'KC'), ('corruptos', 'N'), ('na', 'PREP+ART'), ('cadeia', 'N'), ('?', 'PU'), ('globo', 'N'), ('com', 'PREP'), ('menos', 'PREP'), ('power', 'N'), ('?', 'PU'), ('?', 'PU')]","Cada um tem sua opinião hobb ,mais essa nao vai ser a chance temos aumento no salario mínimo e bandidos e corruptos na cadeia?globo com menos power","[""globo""]",globo,0,0
4956,r2_gl_999,Globo exibe o filme 'Rainha de Katwe' na Tela Quente desta segunda (20/01) - Portal Overtube,globo,_1218909030128738311,r2_gl,1,0,4956,0,"[[""globo"", ""exibe"", ""o"", ""filme"", ""rainha"", ""de"", ""katwe"", ""na"", ""tela"", ""quente"", ""desta"", ""segunda"", ""2001"", ""portal"", ""overtube""]]","[('globo', 'N'), ('exibe', 'V'), ('o', 'ART'), ('filme', 'N'), (""'rainha"", 'ADJ'), ('de', 'PREP'), ('katwe', 'N'), (""'"", 'PU'), ('na', 'PREP+ART'), ('tela', 'N'), ('quente', 'ADJ'), ('desta', 'PREP+PROADJ'), ('segunda', 'N'), ('(', 'PU'), ('20/01', 'N'), (')', 'PU'), ('-', 'PU'), ('portal', 'N'), ('overtube', 'N'), ('…', 'PU')]",Globo exibe o filme 'Rainha de Katwe' na Tela Quente desta segunda (20/01) - Portal Overtube,"[""globo""]",globo,0,0
861,r2_gl_936,tendo um treco de tanto rir com esse filme da Ingrid Guimarães e Larissa Manoela na Globo,globo,_1090791294488711169,r2_gl,1,0,861,0,"[[""tendo"", ""um"", ""treco"", ""de"", ""tanto"", ""rir"", ""com"", ""esse"", ""filme"", ""da"", ""ingrid"", ""guimarães"", ""e"", ""larissa"", ""manoela"", ""na"", ""globo""]]","[('tendo', 'V'), ('um', 'ART'), ('treco', 'N'), ('de', 'PREP'), ('tanto', 'ADV'), ('rir', 'V'), ('com', 'PREP'), ('esse', 'PROADJ'), ('filme', 'N'), ('da', 'PREP+ART'), ('ingrid', 'NPROP'), ('guimarães', 'NPROP'), ('e', 'KC'), ('larissa', 'NPROP'), ('manoela', 'NPROP'), ('na', 'PREP+ART'), ('globo', 'N')]",tendo um treco de tanto rir com esse filme da Ingrid Guimarães e Larissa Manoela na Globo,"[""globo""]",globo,0,0
3831,r2_gl_259,bem feliz com essa minissérie da Elis q vai ter na globo,globo,_1080278420716691456,r2_gl,1,0,3831,0,"[[""bem"", ""feliz"", ""com"", ""essa"", ""minissérie"", ""da"", ""elis"", ""q"", ""vai"", ""ter"", ""na"", ""globo""]]","[('bem', 'ADV'), ('feliz', 'ADJ'), ('com', 'PREP'), ('essa', 'PROADJ'), ('minissérie', 'N'), ('da', 'PREP+ART'), ('elis', 'N'), ('q', 'N'), ('vai', 'V'), ('ter', 'V'), ('na', 'PREP+ART'), ('globo', 'N')]",bem feliz com essa minissérie da Elis q vai ter na globo,"[""globo""]",globo,0,0
406,r2_gl_15,"Detonar não, mostrar só um pouquinho da verdade deste caso específico, pq se a Globo quiser mesmo , ferra com a família toda... O pior é vc apresentando a primeira dama no seu programa...kkkkkkkkkkkkk Viu só Não é só político que faz tudo por dinheiro... Não é Paulo H Amorim",globo,_1087672296591056896,r2_gl,1,0,406,0,"[[""detonar"", ""não"", ""mostrar"", ""só"", ""um"", ""pouquinho"", ""da"", ""verdade"", ""deste"", ""caso"", ""específico"", ""pq"", ""se"", ""a"", ""globo"", ""quiser"", ""mesmo"", ""ferra"", ""com"", ""a"", ""família"", ""toda"", ""o"", ""pior"", ""é"", ""vc"", ""apresentando"", ""a"", ""primeira"", ""dama"", ""no"", ""seu"", ""programakkkkkkkkkkkkk"", ""viu"", ""só"", ""não"", ""é"", ""só"", ""político"", ""que"", ""faz"", ""tudo"", ""por"", ""dinheiro"", ""não"", ""é"", ""paulo"", ""h"", ""amorim""]]","[('detonar', 'V'), ('não', 'ADV'), (',', 'PU'), ('mostrar', 'V'), ('só', 'PDEN'), ('um', 'NUM'), ('pouquinho', 'N'), ('da', 'PREP+ART'), ('verdade', 'N'), ('deste', 'PREP+PROADJ'), ('caso', 'N'), ('específico', 'ADJ'), (',', 'PU'), ('pq', 'ADV'), ('se', 'KS'), ('a', 'ART'), ('globo', 'N'), ('quiser', 'V'), ('mesmo', 'PDEN'), (',', 'PU'), ('ferra', 'V'), ('com', 'PREP'), ('a', 'ART'), ('família', 'N'), ('toda', 'PROADJ'), ('...', 'PU'), ('o', 'ART'), ('pior', 'N'), ('é', 'V'), ('vc', 'PROPESS'), ('apresentando', 'V'), ('a', 'ART'), ('primeira', 'ADJ'), ('dama', 'N'), ('no', 'PREP+ART'), ('seu', 'PROADJ'), ('programa', 'N'), ('...', 'PU'), ('kkkkkkkkkkkkk', 'N'), ('viu', 'V'), ('só', 'PDEN'), ('não', 'ADV'), ('é', 'V'), ('só', 'PDEN'), ('político', 'N'), ('que', 'PRO-KS'), ('faz', 'V'), ('tudo', 'PROSUB'), ('por', 'PREP'), ('dinheiro', 'N'), ('...', 'PU'), ('não', 'ADV'), ('é', 'V'), ('paulo', 'ADJ'), ('h', 'N'), ('amorim', 'V'), ('😂😂', 'PU')]","Detonar não, mostrar só um pouquinho da verdade deste caso específico, pq se a Globo quiser mesmo , ferra com a família toda... O pior é vc apresentando a primeira dama no seu programa...kkkkkkkkkkkkk Viu só Não é só político que faz tudo por dinheiro... Não é Paulo H Amorim","[""globo""]",globo,0,0
